checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
012,12,032,042,3017.0,061,072,3.0,092,0101,1.0,0121,34.0,0143,0151,1.0,0174,1,0191,0201,1
012,12,032,048,754.0,065,075,4.0,093,0101,4.0,0122,38.0,0143,0152,2.0,0173,1,0191,0201,1
014,18,032,049,1950.0,061,074,4.0,093,0101,1.0,0123,34.0,0142,0152,2.0,0173,1,0192,0201,1
011,24,032,041,2924.0,061,073,3.0,093,0103,4.0,0124,63.0,0141,0152,1.0,0173,2,0192,0201,1
011,24,033,043,1659.0,061,072,4.0,092,0101,2.0,0123,29.0,0143,0151,1.0,0172,1,0192,0201,2
014,48,033,043,7238.0,065,075,3.0,093,0101,3.0,0123,32.0,0141,0152,2.0,0173,2,0191,0201,1
014,33,033,049,2764.0,061,073,2.0,092,0101,2.0,0123,26.0,0143,0152,2.0,0173,1,0192,0201,1
014,24,033,041,4679.0,061,074,3.0,093,0101,3.0,0123,35.0,0143,0152,2.0,0172,1,0192,0201,1
012,24,032,043,3092.0,062,072,3.0,094,0101,2.0,0123,22.0,0143,0151,1.0,0173,1,0192,0201,2
011,6,032,046,448.0,061,072,4.0,092,0101,4.0,0122,23.0,0143,0152,1.0,0173,1,0191,0201,2
011,9,032,040,654.0,061,073,4.0,093,0101,3.0,0123,28.0,0143,0152,1.0,0172,1,0191,0201,2
014,6,032,048,1238.0,065,071,4.0,093,0101,4.0,0122,36.0,0143,0152,1.0,0174,2,0192,0201,1
012,18,034,043,1245.0,061,073,4.0,094,0101,2.0,0123,33.0,0143,0152,1.0,0173,1,0191,0201,2
011,18,030,042,3114.0,061,072,1.0,092,0101,4.0,0122,26.0,0143,0151,1.0,0173,1,0191,0201,2
014,39,032,041,2569.0,063,073,4.0,093,0101,4.0,0123,24.0,0143,0152,1.0,0173,1,0191,0201,1
013,24,032,043,5152.0,061,074,4.0,093,0101,2.0,0123,25.0,0141,0152,1.0,0173,1,0191,0201,1
012,12,032,049,1037.0,062,074,3.0,093,0101,4.0,0121,39.0,0143,0152,1.0,0172,1,0191,0201,1
011,15,034,042,1478.0,061,075,4.0,093,0101,4.0,0123,44.0,0143,0152,2.0,0173,2,0192,0201,1
012,12,034,043,3573.0,061,073,1.0,092,0101,1.0,0121,23.0,0143,0152,1.0,0172,1,0191,0201,1
012,24,032,040,1201.0,061,072,4.0,093,0101,1.0,0122,26.0,0143,0152,1.0,0173,1,0191,0201,1
011,30,032,042,3622.0,064,075,4.0,092,0101,4.0,0122,57.0,0143,0151,2.0,0173,1,0192,0201,1
014,15,033,042,960.0,064,074,3.0,092,0101,2.0,0122,30.0,0143,0152,2.0,0173,1,0191,0201,1
014,12,034,040,1163.0,063,073,4.0,093,0101,4.0,0121,44.0,0143,0152,1.0,0173,1,0192,0201,1
012,6,033,040,1209.0,061,071,4.0,093,0101,4.0,0122,47.0,0143,0152,1.0,0174,1,0192,0201,2
014,12,032,043,3077.0,061,073,2.0,093,0101,4.0,0123,52.0,0143,0152,1.0,0173,1,0192,0201,1
014,24,032,040,3757.0,061,075,4.0,092,0102,4.0,0124,62.0,0143,0153,1.0,0173,1,0192,0201,1
014,10,032,040,1418.0,062,073,3.0,093,0101,2.0,0121,35.0,0143,0151,1.0,0172,1,0191,0202,1
014,6,032,040,3518.0,061,073,2.0,093,0103,3.0,0122,26.0,0143,0151,1.0,0173,1,0191,0201,1
014,12,034,043,1934.0,061,075,2.0,093,0101,2.0,0124,26.0,0143,0152,2.0,0173,1,0191,0201,1
012,27,030,049,8318.0,061,075,2.0,092,0101,4.0,0124,42.0,0143,0153,2.0,0174,1,0192,0201,2
014,6,034,043,1237.0,062,073,1.0,092,0101,1.0,0122,27.0,0143,0152,2.0,0173,1,0191,0201,1
012,6,032,043,368.0,065,075,4.0,093,0101,4.0,0122,38.0,0143,0152,1.0,0173,1,0191,0201,1
011,12,034,040,2122.0,061,073,3.0,093,0101,2.0,0121,39.0,0143,0151,2.0,0172,2,0191,0202,1
011,24,032,042,2996.0,065,073,2.0,094,0101,4.0,0123,20.0,0143,0152,1.0,0173,1,0191,0201,2
012,36,032,042,9034.0,062,072,4.0,093,0102,1.0,0124,29.0,0143,0151,1.0,0174,1,0192,0201,2
014,24,034,042,1585.0,061,074,4.0,093,0101,3.0,0122,40.0,0143,0152,2.0,0173,1,0191,0201,1
012,18,032,043,1301.0,061,075,4.0,094,0103,2.0,0121,32.0,0143,0152,1.0,0172,1,0191,0201,1
013,6,034,040,1323.0,062,075,2.0,091,0101,4.0,0123,28.0,0143,0152,2.0,0173,2,0192,0201,1
011,24,032,040,3123.0,061,072,4.0,092,0101,1.0,0122,27.0,0143,0152,1.0,0173,1,0191,0201,2
011,36,032,041,5493.0,061,075,2.0,093,0101,4.0,0124,42.0,0143,0153,1.0,0173,2,0191,0201,1
013,9,032,043,1126.0,062,075,2.0,091,0101,4.0,0121,49.0,0143,0152,1.0,0173,1,0191,0201,1
012,24,034,043,1216.0,062,072,4.0,093,0101,4.0,0124,38.0,0141,0152,2.0,0173,2,0191,0201,2
011,24,032,040,1207.0,061,072,4.0,092,0101,4.0,0122,24.0,0143,0151,1.0,0173,1,0191,0201,2
014,10,032,040,1309.0,065,073,4.0,093,0103,4.0,0122,27.0,0143,0152,1.0,0172,1,0191,0201,2
013,15,034,041,2360.0,063,073,2.0,093,0101,2.0,0123,36.0,0143,0152,1.0,0173,1,0192,0201,1
012,15,031,040,6850.0,062,071,1.0,093,0101,2.0,0122,34.0,0143,0152,1.0,0174,2,0192,0201,2
014,24,032,043,1413.0,061,073,4.0,094,0101,2.0,0122,28.0,0143,0152,1.0,0173,1,0191,0201,1
014,39,032,041,8588.0,062,075,4.0,093,0101,2.0,0123,45.0,0143,0152,1.0,0174,1,0192,0201,1
011,12,032,040,759.0,061,074,4.0,093,0101,2.0,0121,26.0,0143,0152,1.0,0173,1,0191,0201,2
014,36,032,041,4686.0,061,073,2.0,093,0101,2.0,0124,32.0,0143,0153,1.0,0174,1,0192,0201,1
013,15,032,049,2687.0,061,074,2.0,093,0101,4.0,0122,26.0,0143,0151,1.0,0173,1,0192,0201,1
012,12,033,043,585.0,061,073,4.0,094,0102,4.0,0121,20.0,0143,0151,2.0,0173,1,0191,0201,1
014,24,032,040,2255.0,065,072,4.0,093,0101,1.0,0122,54.0,0143,0152,1.0,0173,1,0191,0201,1
011,6,034,040,609.0,061,074,4.0,092,0101,3.0,0122,37.0,0143,0152,2.0,0173,1,0191,0202,1
011,6,034,040,1361.0,061,072,2.0,093,0101,4.0,0121,40.0,0143,0152,1.0,0172,2,0191,0202,1
014,36,034,042,7127.0,061,072,2.0,092,0101,4.0,0122,23.0,0143,0151,2.0,0173,1,0192,0201,2
011,6,032,040,1203.0,062,075,3.0,093,0101,2.0,0122,43.0,0143,0152,1.0,0173,1,0192,0201,1
014,6,034,043,700.0,065,075,4.0,093,0101,4.0,0124,36.0,0143,0153,2.0,0173,1,0191,0201,1
014,24,034,045,5507.0,061,075,3.0,093,0101,4.0,0124,44.0,0143,0153,2.0,0173,1,0191,0201,1
011,18,032,043,3190.0,061,073,2.0,092,0101,2.0,0121,24.0,0143,0152,1.0,0173,1,0191,0201,2
011,48,030,042,7119.0,061,073,3.0,093,0101,4.0,0124,53.0,0143,0153,2.0,0173,2,0191,0201,2
014,24,032,041,3488.0,062,074,3.0,092,0101,4.0,0123,23.0,0143,0152,1.0,0173,1,0191,0201,1
012,18,032,043,1113.0,061,073,4.0,092,0103,4.0,0121,26.0,0143,0152,1.0,0172,2,0191,0201,1
012,26,032,041,7966.0,061,072,2.0,093,0101,3.0,0123,30.0,0143,0152,2.0,0173,1,0191,0201,1
014,15,034,046,1532.0,062,073,4.0,092,0101,3.0,0123,31.0,0143,0152,1.0,0173,1,0191,0201,1
014,4,034,043,1503.0,061,074,2.0,093,0101,1.0,0121,42.0,0143,0152,2.0,0172,2,0191,0201,1
011,36,032,043,2302.0,061,073,4.0,091,0101,4.0,0123,31.0,0143,0151,1.0,0173,1,0191,0201,2
011,6,032,040,662.0,061,072,3.0,093,0101,4.0,0121,41.0,0143,0152,1.0,0172,2,0192,0201,1
012,36,032,046,2273.0,061,074,3.0,093,0101,1.0,0123,32.0,0143,0152,2.0,0173,2,0191,0201,1
012,15,032,040,2631.0,062,073,2.0,092,0101,4.0,0123,28.0,0143,0151,2.0,0173,1,0192,0201,2
014,12,033,041,1503.0,061,073,4.0,094,0101,4.0,0121,41.0,0143,0151,1.0,0173,1,0191,0201,1
014,24,032,043,1311.0,062,074,4.0,094,0101,3.0,0122,26.0,0143,0152,1.0,0173,1,0192,0201,1
014,24,032,043,3105.0,065,072,4.0,093,0101,2.0,0123,25.0,0143,0152,2.0,0173,1,0191,0201,1
013,21,034,046,2319.0,061,072,2.0,091,0101,1.0,0123,33.0,0143,0151,1.0,0173,1,0191,0201,2
011,6,032,040,1374.0,065,071,4.0,092,0101,3.0,0122,75.0,0143,0152,1.0,0174,1,0192,0201,1
012,18,034,042,3612.0,061,075,3.0,092,0101,4.0,0122,37.0,0143,0152,1.0,0173,1,0192,0201,1
011,48,032,040,7763.0,061,075,4.0,093,0101,4.0,0124,42.0,0141,0153,1.0,0174,1,0191,0201,2
013,18,032,042,3049.0,061,072,1.0,092,0101,1.0,0122,45.0,0142,0152,1.0,0172,1,0191,0201,1
012,12,032,043,1534.0,061,072,1.0,094,0101,1.0,0121,23.0,0143,0151,1.0,0173,1,0191,0201,2
014,24,033,040,2032.0,061,075,4.0,093,0101,4.0,0124,60.0,0143,0153,2.0,0173,1,0192,0201,1
011,30,032,042,6350.0,065,075,4.0,093,0101,4.0,0122,31.0,0143,0152,1.0,0173,1,0191,0201,2
013,18,032,042,2864.0,061,073,2.0,093,0101,1.0,0121,34.0,0143,0152,1.0,0172,2,0191,0201,2
014,12,034,040,1255.0,061,075,4.0,093,0101,4.0,0121,61.0,0143,0152,2.0,0172,1,0191,0201,1
011,24,033,040,1333.0,061,071,4.0,093,0101,2.0,0121,43.0,0143,0153,2.0,0173,2,0191,0201,2
014,24,034,040,2022.0,061,073,4.0,092,0101,4.0,0123,37.0,0143,0152,1.0,0173,1,0192,0201,1
014,24,032,043,1552.0,061,074,3.0,093,0101,1.0,0123,32.0,0141,0152,1.0,0173,2,0191,0201,1
011,12,031,043,626.0,061,073,4.0,092,0101,4.0,0121,24.0,0141,0152,1.0,0172,1,0191,0201,2
014,48,034,041,8858.0,065,074,2.0,093,0101,1.0,0124,35.0,0143,0153,2.0,0173,1,0192,0201,1
014,12,034,045,996.0,065,074,4.0,092,0101,4.0,0121,23.0,0143,0152,2.0,0173,1,0191,0201,1
014,6,031,043,1750.0,063,075,2.0,093,0101,4.0,0122,45.0,0141,0152,1.0,0172,2,0191,0201,1
011,48,032,043,6999.0,061,074,1.0,094,0103,1.0,0121,34.0,0143,0152,2.0,0173,1,0192,0201,2
012,12,034,040,1995.0,062,072,4.0,093,0101,1.0,0123,27.0,0143,0152,1.0,0173,1,0191,0201,1
012,9,032,046,1199.0,061,074,4.0,092,0101,4.0,0122,67.0,0143,0152,2.0,0174,1,0192,0201,1
012,12,032,043,1331.0,061,072,2.0,093,0101,1.0,0123,22.0,0142,0152,1.0,0173,1,0191,0201,2
012,18,030,040,2278.0,062,072,3.0,092,0101,3.0,0123,28.0,0143,0152,2.0,0173,1,0191,0201,2
014,21,030,040,5003.0,065,073,1.0,092,0101,4.0,0122,29.0,0141,0152,2.0,0173,1,0192,0201,2
011,24,031,042,3552.0,061,074,3.0,093,0101,4.0,0123,27.0,0141,0152,1.0,0173,1,0191,0201,2
012,18,034,042,1928.0,061,072,2.0,093,0101,2.0,0121,31.0,0143,0152,2.0,0172,1,0191,0201,2
011,24,032,041,2964.0,065,075,4.0,093,0101,4.0,0124,49.0,0141,0153,1.0,0173,2,0192,0201,1
011,24,031,043,1546.0,061,074,4.0,093,0103,4.0,0123,24.0,0141,0151,1.0,0172,1,0191,0201,2
013,6,033,043,683.0,061,072,2.0,092,0101,1.0,0122,29.0,0141,0152,1.0,0173,1,0191,0201,1
012,36,032,040,12389.0,065,073,1.0,093,0101,4.0,0124,37.0,0143,0153,1.0,0173,1,0192,0201,2
012,24,033,049,4712.0,065,073,4.0,093,0101,2.0,0122,37.0,0141,0152,2.0,0174,1,0192,0201,1
012,24,033,043,1553.0,062,074,3.0,092,0101,2.0,0122,23.0,0143,0151,2.0,0173,1,0192,0201,1
011,12,032,040,1372.0,061,074,2.0,091,0101,3.0,0123,36.0,0143,0152,1.0,0173,1,0191,0201,2
014,24,034,043,2578.0,064,075,2.0,093,0101,2.0,0123,34.0,0143,0152,1.0,0173,1,0191,0201,1
012,48,032,043,3979.0,065,074,4.0,093,0101,1.0,0123,41.0,0143,0152,2.0,0173,2,0192,0201,1
011,48,032,043,6758.0,061,073,3.0,092,0101,2.0,0123,31.0,0143,0152,1.0,0173,1,0192,0201,2
011,24,032,042,3234.0,061,072,4.0,092,0101,4.0,0121,23.0,0143,0151,1.0,0172,1,0192,0201,2
014,30,034,043,5954.0,061,074,3.0,093,0102,2.0,0123,38.0,0143,0152,1.0,0173,1,0191,0201,1
014,24,032,041,5433.0,065,071,2.0,092,0101,4.0,0122,26.0,0143,0151,1.0,0174,1,0192,0201,1
011,15,032,049,806.0,061,073,4.0,092,0101,4.0,0122,22.0,0143,0152,1.0,0172,1,0191,0201,1
012,9,032,043,1082.0,061,075,4.0,093,0101,4.0,0123,27.0,0143,0152,2.0,0172,1,0191,0201,1
014,15,034,042,2788.0,061,074,2.0,092,0102,3.0,0123,24.0,0141,0152,2.0,0173,1,0191,0201,1
012,12,032,043,2930.0,061,074,2.0,092,0101,1.0,0121,27.0,0143,0152,1.0,0173,1,0191,0201,1
014,24,034,046,1927.0,065,073,3.0,092,0101,2.0,0123,33.0,0143,0152,2.0,0173,1,0192,0201,1
012,36,034,040,2820.0,061,072,4.0,091,0101,4.0,0123,27.0,0143,0152,2.0,0173,1,0191,0201,2
014,24,032,048,937.0,061,072,4.0,094,0101,3.0,0123,27.0,0143,0152,2.0,0172,1,0191,0201,1
012,18,034,040,1056.0,061,075,3.0,093,0103,3.0,0121,30.0,0141,0152,2.0,0173,1,0191,0201,2
012,12,034,040,3124.0,061,072,1.0,093,0101,3.0,0121,49.0,0141,0152,2.0,0172,2,0191,0201,1
014,9,032,042,1388.0,061,073,4.0,092,0101,2.0,0121,26.0,0143,0151,1.0,0173,1,0191,0201,1
012,36,032,045,2384.0,061,072,4.0,093,0101,1.0,0124,33.0,0143,0151,1.0,0172,1,0191,0201,2
014,12,032,040,2133.0,065,075,4.0,092,0101,4.0,0124,52.0,0143,0153,1.0,0174,1,0192,0201,1
011,18,032,042,2039.0,061,073,1.0,092,0101,4.0,0121,20.0,0141,0151,1.0,0173,1,0191,0201,2
011,9,034,040,2799.0,061,073,2.0,093,0101,2.0,0121,36.0,0143,0151,2.0,0173,2,0191,0201,1
011,12,032,042,1289.0,061,073,4.0,093,0103,1.0,0122,21.0,0143,0152,1.0,0172,1,0191,0201,1
011,18,032,044,1217.0,061,073,4.0,094,0101,3.0,0121,47.0,0143,0152,1.0,0172,1,0192,0201,2
011,12,034,042,2246.0,061,075,3.0,093,0101,3.0,0122,60.0,0143,0152,2.0,0173,1,0191,0201,2
011,12,034,043,385.0,061,074,4.0,092,0101,3.0,0121,58.0,0143,0152,4.0,0172,1,0192,0201,1
012,24,033,040,1965.0,065,073,4.0,092,0101,4.0,0123,42.0,0143,0151,2.0,0173,1,0192,0201,1
014,21,032,049,1572.0,064,075,4.0,092,0101,4.0,0121,36.0,0141,0152,1.0,0172,1,0191,0201,1
012,24,032,040,2718.0,061,073,3.0,092,0101,4.0,0122,20.0,0143,0151,1.0,0172,1,0192,0201,2
011,24,031,0410,1358.0,065,075,4.0,093,0101,3.0,0123,40.0,0142,0152,1.0,0174,1,0192,0201,2
012,6,031,040,931.0,062,072,1.0,092,0101,1.0,0122,32.0,0142,0152,1.0,0172,1,0191,0201,2
011,24,032,040,1442.0,061,074,4.0,092,0101,4.0,0123,23.0,0143,0151,2.0,0173,1,0191,0201,2
012,24,030,049,4241.0,061,073,1.0,093,0101,4.0,0121,36.0,0143,0152,3.0,0172,1,0192,0201,2
014,18,034,040,2775.0,061,074,2.0,093,0101,2.0,0122,31.0,0141,0152,2.0,0173,1,0191,0201,2
014,24,033,049,3863.0,061,073,1.0,093,0101,2.0,0124,32.0,0143,0153,1.0,0173,1,0191,0201,1
012,7,032,043,2329.0,061,072,1.0,092,0103,1.0,0121,45.0,0143,0152,1.0,0173,1,0191,0201,1
012,9,032,042,918.0,061,073,4.0,092,0101,1.0,0122,30.0,0143,0152,1.0,0173,1,0191,0201,2
012,24,031,046,1837.0,061,074,4.0,092,0101,4.0,0124,34.0,0141,0153,1.0,0172,1,0191,0201,2
014,36,032,042,3349.0,061,073,4.0,092,0101,2.0,0123,28.0,0143,0152,1.0,0174,1,0192,0201,2
013,10,032,042,1275.0,061,072,4.0,092,0101,2.0,0122,23.0,0143,0152,1.0,0173,1,0191,0201,1
011,24,031,042,2828.0,063,073,4.0,093,0101,4.0,0121,22.0,0142,0152,1.0,0173,1,0192,0201,1
014,24,034,049,4526.0,061,073,3.0,093,0101,2.0,0121,74.0,0143,0152,1.0,0174,1,0192,0201,1
012,36,032,043,2671.0,062,073,4.0,092,0102,4.0,0124,50.0,0143,0153,1.0,0173,1,0191,0201,2
014,18,032,043,2051.0,061,072,4.0,093,0101,1.0,0121,33.0,0143,0152,1.0,0173,1,0191,0201,1
014,15,032,041,1300.0,065,075,4.0,093,0101,4.0,0124,45.0,0141,0153,1.0,0173,2,0191,0201,1
011,12,032,044,741.0,062,071,4.0,092,0101,3.0,0122,22.0,0143,0152,1.0,0173,1,0191,0201,2
013,10,032,040,1240.0,062,075,1.0,092,0101,4.0,0124,48.0,0143,0153,1.0,0172,2,0191,0201,2
011,21,032,043,3357.0,064,072,4.0,092,0101,2.0,0123,29.0,0141,0152,1.0,0173,1,0191,0201,1
011,24,031,041,3632.0,061,073,1.0,092,0103,4.0,0123,22.0,0141,0151,1.0,0173,1,0191,0202,1
014,18,033,042,1808.0,061,074,4.0,092,0101,1.0,0121,22.0,0143,0152,1.0,0173,1,0191,0201,2
012,48,030,049,12204.0,065,073,2.0,093,0101,2.0,0123,48.0,0141,0152,1.0,0174,1,0192,0201,1
012,60,033,043,9157.0,065,073,2.0,093,0101,2.0,0124,27.0,0143,0153,1.0,0174,1,0191,0201,1
011,6,034,040,3676.0,061,073,1.0,093,0101,3.0,0121,37.0,0143,0151,3.0,0173,2,0191,0201,1
012,30,032,042,3441.0,062,073,2.0,092,0102,4.0,0123,21.0,0143,0151,1.0,0173,1,0191,0201,2
014,12,032,040,640.0,061,073,4.0,091,0101,2.0,0121,49.0,0143,0152,1.0,0172,1,0191,0201,1
012,21,034,049,3652.0,061,074,2.0,093,0101,3.0,0122,27.0,0143,0152,2.0,0173,1,0191,0201,1
014,18,034,040,1530.0,061,073,3.0,093,0101,2.0,0122,32.0,0141,0152,2.0,0173,1,0191,0201,2
014,48,032,049,3914.0,065,073,4.0,091,0101,2.0,0121,38.0,0141,0152,1.0,0173,1,0191,0201,2
011,12,032,042,1858.0,061,072,4.0,092,0101,1.0,0123,22.0,0143,0151,1.0,0173,1,0191,0201,1
011,18,032,043,2600.0,061,073,4.0,093,0101,4.0,0124,65.0,0143,0153,2.0,0173,1,0191,0201,2
014,15,032,043,1979.0,065,075,4.0,093,0101,2.0,0123,35.0,0143,0152,1.0,0173,1,0191,0201,1
013,6,032,042,2116.0,061,073,2.0,093,0101,2.0,0121,41.0,0143,0152,1.0,0173,1,0192,0201,1
012,9,031,040,1437.0,062,074,2.0,093,0101,3.0,0124,29.0,0143,0152,1.0,0173,1,0191,0201,2
014,42,034,042,4042.0,063,073,4.0,093,0101,4.0,0121,36.0,0143,0152,2.0,0173,1,0192,0201,1
014,9,032,046,3832.0,065,075,1.0,093,0101,4.0,0121,64.0,0143,0152,1.0,0172,1,0191,0201,1
011,24,032,043,3660.0,061,073,2.0,092,0101,4.0,0123,28.0,0143,0152,1.0,0173,1,0191,0201,1
011,18,031,042,1553.0,061,073,4.0,093,0101,3.0,0123,44.0,0141,0152,1.0,0173,1,0191,0201,2
012,15,032,043,1444.0,065,072,4.0,093,0101,1.0,0122,23.0,0143,0152,1.0,0173,1,0191,0201,1
014,9,032,042,1980.0,061,072,2.0,092,0102,2.0,0123,19.0,0143,0151,2.0,0173,1,0191,0201,2
012,24,032,040,1355.0,061,072,3.0,092,0101,4.0,0123,25.0,0143,0152,1.0,0172,1,0192,0201,2
014,12,032,046,1393.0,061,075,4.0,093,0101,4.0,0122,47.0,0141,0152,3.0,0173,2,0192,0201,1
014,24,032,043,1376.0,063,074,4.0,092,0101,1.0,0123,28.0,0143,0152,1.0,0173,1,0191,0201,1
014,60,033,043,15653.0,061,074,2.0,093,0101,4.0,0123,21.0,0143,0152,2.0,0173,1,0192,0201,1
014,12,032,043,1493.0,061,072,4.0,092,0101,3.0,0123,34.0,0143,0152,1.0,0173,2,0191,0201,1
011,42,033,043,4370.0,061,074,3.0,093,0101,2.0,0122,26.0,0141,0152,2.0,0173,2,0192,0201,2
011,18,032,046,750.0,061,071,4.0,092,0101,1.0,0121,27.0,0143,0152,1.0,0171,1,0191,0201,2
012,15,032,045,1308.0,061,075,4.0,093,0101,4.0,0123,38.0,0143,0152,2.0,0172,1,0191,0201,1
014,15,032,046,4623.0,062,073,3.0,093,0101,2.0,0122,40.0,0143,0152,1.0,0174,1,0192,0201,2
014,24,034,043,1851.0,061,074,4.0,094,0103,2.0,0123,33.0,0143,0152,2.0,0173,1,0192,0201,1
011,18,034,043,1880.0,061,074,4.0,094,0101,1.0,0122,32.0,0143,0152,2.0,0174,1,0192,0201,1
014,36,033,049,7980.0,065,072,4.0,093,0101,4.0,0123,27.0,0143,0151,2.0,0173,1,0192,0201,2
011,30,030,042,4583.0,061,073,2.0,091,0103,2.0,0121,32.0,0143,0152,2.0,0173,1,0191,0201,1
014,12,032,040,1386.0,063,073,2.0,092,0101,2.0,0122,26.0,0143,0152,1.0,0173,1,0191,0201,2
013,24,032,040,947.0,061,074,4.0,093,0101,3.0,0124,38.0,0141,0153,1.0,0173,2,0191,0201,2
011,12,032,046,684.0,061,073,4.0,093,0101,4.0,0123,40.0,0143,0151,1.0,0172,2,0191,0201,2
011,48,032,046,7476.0,061,074,4.0,093,0101,1.0,0124,50.0,0143,0153,1.0,0174,1,0192,0201,1
012,12,032,042,1922.0,061,073,4.0,093,0101,2.0,0122,37.0,0143,0152,1.0,0172,1,0191,0201,2
011,24,032,040,2303.0,061,075,4.0,093,0102,1.0,0121,45.0,0143,0152,1.0,0173,1,0191,0201,2
012,36,033,040,8086.0,062,075,2.0,093,0101,4.0,0123,42.0,0143,0152,4.0,0174,1,0192,0201,2
014,24,034,041,2346.0,061,074,4.0,093,0101,3.0,0123,35.0,0143,0152,2.0,0173,1,0192,0201,1
011,14,032,040,3973.0,061,071,1.0,093,0101,4.0,0124,22.0,0143,0153,1.0,0173,1,0191,0201,1
012,12,032,040,888.0,061,075,4.0,093,0101,4.0,0123,41.0,0141,0152,1.0,0172,2,0191,0201,2
014,48,032,043,10222.0,065,074,4.0,093,0101,3.0,0123,37.0,0142,0152,1.0,0173,1,0192,0201,1
012,30,030,049,4221.0,061,073,2.0,092,0101,1.0,0123,28.0,0143,0152,2.0,0173,1,0191,0201,1
012,18,034,042,6361.0,061,075,2.0,093,0101,1.0,0124,41.0,0143,0152,1.0,0173,1,0192,0201,1
013,12,032,043,1297.0,061,073,3.0,094,0101,4.0,0121,23.0,0143,0151,1.0,0173,1,0191,0201,1
011,12,032,040,900.0,065,073,4.0,094,0101,2.0,0123,23.0,0143,0152,1.0,0173,1,0191,0201,2
014,21,032,042,2241.0,061,075,4.0,093,0101,2.0,0121,50.0,0143,0152,2.0,0173,1,0191,0201,1
012,6,033,042,1050.0,061,071,4.0,093,0101,1.0,0122,35.0,0142,0152,2.0,0174,1,0192,0201,1
013,6,034,046,1047.0,061,073,2.0,092,0101,4.0,0122,50.0,0143,0152,1.0,0172,1,0191,0201,1
014,24,034,0410,6314.0,061,071,4.0,093,0102,2.0,0124,27.0,0141,0152,2.0,0174,1,0192,0201,1
012,30,031,042,3496.0,064,073,4.0,093,0101,2.0,0123,34.0,0142,0152,1.0,0173,2,0192,0201,1
014,48,031,049,3609.0,061,073,1.0,092,0101,1.0,0121,27.0,0142,0152,1.0,0173,1,0191,0201,1
011,12,034,040,4843.0,061,075,3.0,093,0102,4.0,0122,43.0,0143,0151,2.0,0173,1,0192,0201,2
013,30,034,043,3017.0,061,075,4.0,093,0101,4.0,0122,47.0,0143,0152,1.0,0173,1,0191,0201,1
014,24,034,049,4139.0,062,073,3.0,093,0101,3.0,0122,27.0,0143,0152,2.0,0172,1,0192,0201,1
014,36,032,049,5742.0,062,074,2.0,093,0101,2.0,0123,31.0,0143,0152,2.0,0173,1,0192,0201,1
014,60,032,040,10366.0,061,075,2.0,093,0101,4.0,0122,42.0,0143,0152,1.0,0174,1,0192,0201,1
014,6,034,040,2080.0,063,073,1.0,094,0101,2.0,0123,24.0,0143,0152,1.0,0173,1,0191,0201,1
014,21,033,049,2580.0,063,072,4.0,093,0101,2.0,0121,41.0,0141,0152,1.0,0172,2,0191,0201,2
014,30,034,043,4530.0,061,074,4.0,092,0101,4.0,0123,26.0,0143,0151,1.0,0174,1,0192,0201,1
014,24,034,042,5150.0,061,075,4.0,093,0101,4.0,0123,33.0,0143,0152,1.0,0173,1,0192,0201,1
012,72,032,043,5595.0,062,073,2.0,094,0101,2.0,0123,24.0,0143,0152,1.0,0173,1,0191,0201,2
011,24,032,043,2384.0,061,075,4.0,093,0101,4.0,0121,64.0,0141,0151,1.0,0172,1,0191,0201,1
014,18,032,043,1453.0,061,072,3.0,092,0101,1.0,0121,26.0,0143,0152,1.0,0173,1,0191,0201,1
014,6,032,046,1538.0,061,072,1.0,092,0101,2.0,0124,56.0,0143,0152,1.0,0173,1,0191,0201,1
014,12,032,043,2279.0,065,073,4.0,093,0101,4.0,0124,37.0,0143,0153,1.0,0173,1,0192,0201,1
014,15,033,043,1478.0,061,073,4.0,094,0101,3.0,0121,33.0,0141,0152,2.0,0173,1,0191,0201,1
014,24,034,043,5103.0,061,072,3.0,094,0101,3.0,0124,47.0,0143,0153,3.0,0173,1,0192,0201,1
012,36,033,049,9857.0,062,074,1.0,093,0101,3.0,0122,31.0,0143,0152,2.0,0172,2,0192,0201,1
014,60,032,040,6527.0,065,073,4.0,093,0101,4.0,0124,34.0,0143,0153,1.0,0173,2,0192,0201,1
013,10,034,043,1347.0,065,074,4.0,093,0101,2.0,0122,27.0,0143,0152,2.0,0173,1,0192,0201,1
012,36,033,040,2862.0,062,075,4.0,093,0101,3.0,0124,30.0,0143,0153,1.0,0173,1,0191,0201,1
014,9,032,043,2753.0,062,075,3.0,093,0102,4.0,0123,35.0,0143,0152,1.0,0173,1,0192,0201,1
011,12,032,040,3651.0,064,073,1.0,093,0101,3.0,0122,31.0,0143,0152,1.0,0173,2,0191,0201,1
011,15,034,042,975.0,061,073,2.0,091,0101,3.0,0122,25.0,0143,0152,2.0,0173,1,0191,0201,1
012,15,032,045,2631.0,062,073,3.0,092,0101,2.0,0121,25.0,0143,0152,1.0,0172,1,0191,0201,1
012,24,032,043,2896.0,062,072,2.0,093,0101,1.0,0123,29.0,0143,0152,1.0,0173,1,0191,0201,1
011,6,034,040,4716.0,065,072,1.0,093,0101,3.0,0121,44.0,0143,0152,2.0,0172,2,0191,0201,1
